product,sales,date,region
pink morsel,$1617,08-08-2018,west
pink morsel,$1797,09-08-2018,north
pink morsel,$1794,09-08-2018,south
pink morsel,$1620,09-08-2018,east
pink morsel,$1683,09-08-2018,west
pink morsel,$1620,10-08-2018,north
pink morsel,$1554,10-08-2018,south
pink morsel,$1701,10-08-2018,east
pink morsel,$1785,10-08-2018,west
pink morsel,$1689,11-08-2018,north
pink morsel,$1650,11-08-2018,south
pink morsel,$1533,11-08-2018,east
pink morsel,$1587,11-08-2018,west
pink morsel,$1509,12-08-2018,north
pink morsel,$1743,12-08-2018,south
pink morsel,$1719,12-08-2018,east
pink morsel,$1743,12-08-2018,west
pink morsel,$1701,13-08-2018,north
pink morsel,$1629,13-08-2018,south
pink morsel,$1638,13-08-2018,east
pink morsel,$1611,13-08-2018,west
pink morsel,$1623,14-08-2018,north
pink morsel,$1635,14-08-2018,south
pink morsel,$1716,14-08-2018,east
pink morsel,$1707,14-08-2018,west
pink morsel,$1602,15-08-2018,north
pink morsel,$1542,15-08-2018,south
pink morsel,$1800,15-08-2018,east
pink morsel,$1734,15-08-2018,west
pink morsel,$1788,16-08-2018,north
pink morsel,$1614,16-08-2018,south
pink morsel,$1743,16-08-2018,east
pink morsel,$1770,16-08-2018,west
pink morsel,$1776,17-08-2018,north
pink morsel,$1713,17-08-2018,south
pink morsel,$1623,17-08-2018,east
pink morsel,$1752,17-08-2018,west
pink morsel,$1527,18-08-2018,north
pink morsel,$1776,18-08-2018,south
pink morsel,$1689,18-08-2018,east
pink morsel,$1713,18-08-2018,west
pink morsel,$1509,19-08-2018,north
pink morsel,$1575,19-08-2018,south
pink morsel,$1701,19-08-2018,east
pink morsel,$1575,19-08-2018,west
pink morsel,$1581,20-08-2018,north
pink morsel,$1779,20-08-2018,south
pink morsel,$1662,20-08-2018,east
pink morsel,$1506,20-08-2018,west
pink morsel,$1794,21-08-2018,north
pink morsel,$1659,21-08-2018,south
pink morsel,$1644,21-08-2018,east
pink morsel,$1707,21-08-2018,west
pink morsel,$1704,22-08-2018,north
pink morsel,$1500,22-08-2018,south
pink morsel,$1539,22-08-2018,east
pink morsel,$1800,22-08-2018,west
pink morsel,$1557,23-08-2018,north
pink morsel,$1554,23-08-2018,south
pink morsel,$1788,23-08-2018,east
pink morsel,$1563,23-08-2018,west
pink morsel,$1548,24-08-2018,north
pink morsel,$1560,24-08-2018,south
pink morsel,$1734,24-08-2018,east
pink morsel,$1644,24-08-2018,west
pink morsel,$1629,25-08-2018,north
pink morsel,$1677,25-08-2018,south
pink morsel,$1764,25-08-2018,east
pink morsel,$1515,25-08-2018,west
pink morsel,$1542,26-08-2018,north
pink morsel,$1545,26-08-2018,south
pink morsel,$1668,26-08-2018,east
pink morsel,$1584,26-08-2018,west
pink morsel,$1605,27-08-2018,north
pink morsel,$1740,27-08-2018,south
pink morsel,$1602,27-08-2018,east
pink morsel,$1509,27-08-2018,west
pink morsel,$1566,28-08-2018,north
pink morsel,$1680,28-08-2018,south
pink morsel,$1656,28-08-2018,east
pink morsel,$1722,28-08-2018,west
pink morsel,$1662,29-08-2018,north
pink morsel,$1794,29-08-2018,south
pink morsel,$1734,29-08-2018,east
pink morsel,$1647,29-08-2018,west
pink morsel,$1635,30-08-2018,north
pink morsel,$1743,30-08-2018,south
pink morsel,$1665,30-08-2018,east
pink morsel,$1770,30-08-2018,west
pink morsel,$1749,31-08-2018,north
pink morsel,$1695,31-08-2018,south
pink morsel,$1644,31-08-2018,east
pink morsel,$1602,31-08-2018,west
pink morsel,$1560,01-09-2018,north
pink morsel,$1500,01-09-2018,south
pink morsel,$1719,01-09-2018,east
pink morsel,$1557,01-09-2018,west
pink morsel,$1527,02-09-2018,north
pink morsel,$1653,02-09-2018,south
pink morsel,$1506,02-09-2018,east
pink morsel,$1575,02-09-2018,west
pink morsel,$1749,03-09-2018,north
pink morsel,$1770,03-09-2018,south
pink morsel,$1674,03-09-2018,east
pink morsel,$1650,03-09-2018,west
pink morsel,$1794,04-09-2018,north
pink morsel,$1509,04-09-2018,south
pink morsel,$1785,04-09-2018,east
pink morsel,$1539,04-09-2018,west
pink morsel,$1731,05-09-2018,north
pink morsel,$1617,05-09-2018,south
pink morsel,$1656,05-09-2018,east
pink morsel,$1599,05-09-2018,west
pink morsel,$1713,06-09-2018,north
pink morsel,$1506,06-09-2018,south
pink morsel,$1758,06-09-2018,east
pink morsel,$1650,06-09-2018,west
pink morsel,$1791,07-09-2018,north
pink morsel,$1623,07-09-2018,south
pink morsel,$1776,07-09-2018,east
pink morsel,$1653,07-09-2018,west
pink morsel,$1659,08-09-2018,north
pink morsel,$1755,08-09-2018,south
pink morsel,$1533,08-09-2018,east
pink morsel,$1557,08-09-2018,west
pink morsel,$1527,09-09-2018,north
pink morsel,$1614,09-09-2018,south
pink morsel,$1638,09-09-2018,east
pink morsel,$1704,09-09-2018,west
pink morsel,$1650,10-09-2018,north
pink morsel,$1656,10-09-2018,south
pink morsel,$1782,10-09-2018,east
pink morsel,$1527,10-09-2018,west
pink morsel,$1578,11-09-2018,north
pink morsel,$1767,11-09-2018,south
pink morsel,$1749,11-09-2018,east
pink morsel,$1524,11-09-2018,west
pink morsel,$1719,12-09-2018,north
pink morsel,$1695,12-09-2018,south
pink morsel,$1740,12-09-2018,east
pink morsel,$1533,12-09-2018,west
pink morsel,$1653,13-09-2018,north
pink morsel,$1560,13-09-2018,south
pink morsel,$1677,13-09-2018,east
pink morsel,$1539,13-09-2018,west
pink morsel,$1713,14-09-2018,north
pink morsel,$1554,14-09-2018,south
pink morsel,$1743,14-09-2018,east
pink morsel,$1701,14-09-2018,west
pink morsel,$1587,15-09-2018,north
pink morsel,$1512,15-09-2018,south
pink morsel,$1698,15-09-2018,east
pink morsel,$1746,15-09-2018,west
pink morsel,$1554,16-09-2018,north
pink morsel,$1554,16-09-2018,south
pink morsel,$1782,16-09-2018,east
pink morsel,$1782,16-09-2018,west
pink morsel,$1764,17-09-2018,north
pink morsel,$1620,17-09-2018,south
pink morsel,$1545,17-09-2018,east
pink morsel,$1722,17-09-2018,west
pink morsel,$1503,18-09-2018,north
pink morsel,$1530,18-09-2018,south
pink morsel,$1737,18-09-2018,east
pink morsel,$1692,18-09-2018,west
pink morsel,$1542,19-09-2018,north
pink morsel,$1758,19-09-2018,south
pink morsel,$1779,19-09-2018,east
pink morsel,$1593,19-09-2018,west
pink morsel,$1686,20-09-2018,north
pink morsel,$1749,20-09-2018,south
pink morsel,$1662,20-09-2018,east
pink morsel,$1569,20-09-2018,west
pink morsel,$1590,21-09-2018,north
pink morsel,$1665,21-09-2018,south
pink morsel,$1716,21-09-2018,east
pink morsel,$1704,21-09-2018,west
pink morsel,$1632,22-09-2018,north
pink morsel,$1581,22-09-2018,south
pink morsel,$1758,22-09-2018,east
pink morsel,$1641,22-09-2018,west
pink morsel,$1731,23-09-2018,north
pink morsel,$1677,23-09-2018,south
pink morsel,$1728,23-09-2018,east
pink morsel,$1755,23-09-2018,west
pink morsel,$1611,24-09-2018,north
pink morsel,$1593,24-09-2018,south
pink morsel,$1797,24-09-2018,east
pink morsel,$1560,24-09-2018,west
pink morsel,$1530,25-09-2018,north
pink morsel,$1770,25-09-2018,south
pink morsel,$1611,25-09-2018,east
pink morsel,$1701,25-09-2018,west
pink morsel,$1617,26-09-2018,north
pink morsel,$1515,26-09-2018,south
pink morsel,$1713,26-09-2018,east
pink morsel,$1500,26-09-2018,west
pink morsel,$1632,27-09-2018,north
pink morsel,$1713,27-09-2018,south
pink morsel,$1743,27-09-2018,east
pink morsel,$1587,27-09-2018,west
pink morsel,$1749,28-09-2018,north
pink morsel,$1533,28-09-2018,south
pink morsel,$1653,28-09-2018,east
pink morsel,$1512,28-09-2018,west
pink morsel,$1518,29-09-2018,north
pink morsel,$1623,29-09-2018,south
pink morsel,$1701,29-09-2018,east
pink morsel,$1596,29-09-2018,west
pink morsel,$1746,30-09-2018,north
pink morsel,$1536,30-09-2018,south
pink morsel,$1659,30-09-2018,east
pink morsel,$1524,30-09-2018,west
pink morsel,$1782,01-10-2018,north
pink morsel,$1632,01-10-2018,south
pink morsel,$1755,01-10-2018,east
pink morsel,$1650,01-10-2018,west
pink morsel,$1680,02-10-2018,north
pink morsel,$1701,02-10-2018,south
pink morsel,$1800,02-10-2018,east
pink morsel,$1740,02-10-2018,west
pink morsel,$1563,03-10-2018,north
pink morsel,$1788,03-10-2018,south
pink morsel,$1536,03-10-2018,east
pink morsel,$1764,03-10-2018,west
pink morsel,$1512,04-10-2018,north
pink morsel,$1560,04-10-2018,south
pink morsel,$1626,04-10-2018,east
pink morsel,$1797,04-10-2018,west
pink morsel,$1779,05-10-2018,north
pink morsel,$1683,05-10-2018,south
pink morsel,$1713,05-10-2018,east
pink morsel,$1794,05-10-2018,west
pink morsel,$1584,06-10-2018,north
pink morsel,$1647,06-10-2018,south
pink morsel,$1596,06-10-2018,east
pink morsel,$1515,06-10-2018,west
pink morsel,$1533,07-10-2018,north
pink morsel,$1608,07-10-2018,south
pink morsel,$1794,07-10-2018,east
pink morsel,$1578,07-10-2018,west
pink morsel,$1701,08-10-2018,north
pink morsel,$1617,08-10-2018,south
pink morsel,$1779,08-10-2018,east
pink morsel,$1785,08-10-2018,west
pink morsel,$1680,09-10-2018,north
pink morsel,$1590,09-10-2018,south
pink morsel,$1551,09-10-2018,east
pink morsel,$1587,09-10-2018,west
pink morsel,$1749,10-10-2018,north
pink morsel,$1701,10-10-2018,south
pink morsel,$1599,10-10-2018,east
pink morsel,$1506,10-10-2018,west
pink morsel,$1596,11-10-2018,north
pink morsel,$1800,11-10-2018,south
pink morsel,$1749,11-10-2018,east
pink morsel,$1674,11-10-2018,west
pink morsel,$1782,12-10-2018,north
pink morsel,$1647,12-10-2018,south
pink morsel,$1542,12-10-2018,east
pink morsel,$1656,12-10-2018,west
pink morsel,$1581,13-10-2018,north
pink morsel,$1713,13-10-2018,south
pink morsel,$1722,13-10-2018,east
pink morsel,$1686,13-10-2018,west
pink morsel,$1728,14-10-2018,north
pink morsel,$1755,14-10-2018,south
pink morsel,$1503,14-10-2018,east
pink morsel,$1602,14-10-2018,west
pink morsel,$1605,15-10-2018,north
pink morsel,$1719,15-10-2018,south
pink morsel,$1548,15-10-2018,east
pink morsel,$1626,15-10-2018,west
pink morsel,$1551,16-10-2018,north
pink morsel,$1662,16-10-2018,south
pink morsel,$1650,16-10-2018,east
pink morsel,$1788,16-10-2018,west
pink morsel,$1536,17-10-2018,north
pink morsel,$1551,17-10-2018,south
pink morsel,$1656,17-10-2018,east
pink morsel,$1644,17-10-2018,west
pink morsel,$1692,18-10-2018,north
pink morsel,$1518,18-10-2018,south
pink morsel,$1509,18-10-2018,east
pink morsel,$1674,18-10-2018,west
pink morsel,$1521,19-10-2018,north
pink morsel,$1632,19-10-2018,south
pink morsel,$1794,19-10-2018,east
pink morsel,$1689,19-10-2018,west
pink morsel,$1692,20-10-2018,north
pink morsel,$1662,20-10-2018,south
pink morsel,$1776,20-10-2018,east
pink morsel,$1710,20-10-2018,west
pink morsel,$1569,21-10-2018,north
pink morsel,$1704,21-10-2018,south
pink morsel,$1767,21-10-2018,east
pink morsel,$1767,21-10-2018,west
pink morsel,$1542,22-10-2018,north
pink morsel,$1707,22-10-2018,south
pink morsel,$1578,22-10-2018,east
pink morsel,$1521,22-10-2018,west
pink morsel,$1764,23-10-2018,north
pink morsel,$1683,23-10-2018,south
pink morsel,$1602,23-10-2018,east
pink morsel,$1755,23-10-2018,west
pink morsel,$1650,24-10-2018,north
pink morsel,$1629,24-10-2018,south
pink morsel,$1692,24-10-2018,east
pink morsel,$1542,24-10-2018,west
pink morsel,$1629,25-10-2018,north
pink morsel,$1587,25-10-2018,south
pink morsel,$1635,25-10-2018,east
pink morsel,$1653,25-10-2018,west
pink morsel,$1596,26-10-2018,north
pink morsel,$1524,26-10-2018,south
pink morsel,$1545,26-10-2018,east
pink morsel,$1707,26-10-2018,west
pink morsel,$1509,27-10-2018,north
pink morsel,$1509,27-10-2018,south
pink morsel,$1686,27-10-2018,east
pink morsel,$1785,27-10-2018,west
pink morsel,$1635,28-10-2018,north
pink morsel,$1752,28-10-2018,south
pink morsel,$1785,28-10-2018,east
pink morsel,$1755,28-10-2018,west
pink morsel,$1707,29-10-2018,north
pink morsel,$1701,29-10-2018,south
pink morsel,$1599,29-10-2018,east
pink morsel,$1782,29-10-2018,west
pink morsel,$1677,30-10-2018,north
pink morsel,$1719,30-10-2018,south
pink morsel,$1530,30-10-2018,east
pink morsel,$1776,30-10-2018,west
pink morsel,$1674,31-10-2018,north
pink morsel,$1641,31-10-2018,south
pink morsel,$1596,31-10-2018,east
pink morsel,$1506,31-10-2018,west
pink morsel,$1692,01-11-2018,north
pink morsel,$1623,01-11-2018,south
pink morsel,$1593,01-11-2018,east
pink morsel,$1551,01-11-2018,west
pink morsel,$1728,02-11-2018,north
pink morsel,$1608,02-11-2018,south
pink morsel,$1530,02-11-2018,east
pink morsel,$1791,02-11-2018,west
pink morsel,$1704,03-11-2018,north
pink morsel,$1653,03-11-2018,south
pink morsel,$1548,03-11-2018,east
pink morsel,$1626,03-11-2018,west
pink morsel,$1695,04-11-2018,north
pink morsel,$1590,04-11-2018,south
pink morsel,$1530,04-11-2018,east
pink morsel,$1644,04-11-2018,west
pink morsel,$1611,05-11-2018,north
pink morsel,$1617,05-11-2018,south
pink morsel,$1776,05-11-2018,east
pink morsel,$1641,05-11-2018,west
pink morsel,$1740,06-11-2018,north
pink morsel,$1590,06-11-2018,south
pink morsel,$1773,06-11-2018,east
pink morsel,$1641,06-11-2018,west
pink morsel,$1527,07-11-2018,north
pink morsel,$1755,07-11-2018,south
pink morsel,$1650,07-11-2018,east
pink morsel,$1593,07-11-2018,west
pink morsel,$1548,08-11-2018,north
pink morsel,$1623,08-11-2018,south
pink morsel,$1500,08-11-2018,east
pink morsel,$1569,08-11-2018,west
pink morsel,$1647,09-11-2018,north
pink morsel,$1662,09-11-2018,south
pink morsel,$1710,09-11-2018,east
pink morsel,$1719,09-11-2018,west
pink morsel,$1590,10-11-2018,north
pink morsel,$1539,10-11-2018,south
pink morsel,$1566,10-11-2018,east
pink morsel,$1770,10-11-2018,west
pink morsel,$1722,11-11-2018,north
pink morsel,$1524,11-11-2018,south
pink morsel,$1641,11-11-2018,east
pink morsel,$1662,11-11-2018,west
pink morsel,$1716,12-11-2018,north
pink morsel,$1611,12-11-2018,south
pink morsel,$1569,12-11-2018,east
pink morsel,$1797,12-11-2018,west
pink morsel,$1698,13-11-2018,north
pink morsel,$1581,13-11-2018,south
pink morsel,$1776,13-11-2018,east
pink morsel,$1644,13-11-2018,west
pink morsel,$1563,14-11-2018,north
pink morsel,$1707,14-11-2018,south
pink morsel,$1533,14-11-2018,east
pink morsel,$1572,14-11-2018,west
pink morsel,$1623,15-11-2018,north
pink morsel,$1698,15-11-2018,south
pink morsel,$1521,15-11-2018,east
pink morsel,$1707,15-11-2018,west
pink morsel,$1587,16-11-2018,north
pink morsel,$1776,16-11-2018,south
pink morsel,$1662,16-11-2018,east
pink morsel,$1578,16-11-2018,west
pink morsel,$1554,17-11-2018,north
pink morsel,$1515,17-11-2018,south
pink morsel,$1602,17-11-2018,east
pink morsel,$1557,17-11-2018,west
pink morsel,$1521,18-11-2018,north
pink morsel,$1740,18-11-2018,south
pink morsel,$1617,18-11-2018,east
pink morsel,$1647,18-11-2018,west
pink morsel,$1551,19-11-2018,north
pink morsel,$1500,19-11-2018,south
pink morsel,$1725,19-11-2018,east
pink morsel,$1563,19-11-2018,west
pink morsel,$1791,20-11-2018,north
pink morsel,$1578,20-11-2018,south
pink morsel,$1632,20-11-2018,east
pink morsel,$1674,20-11-2018,west
pink morsel,$1617,21-11-2018,north
pink morsel,$1509,21-11-2018,south
pink morsel,$1644,21-11-2018,east
pink morsel,$1542,21-11-2018,west
pink morsel,$1650,22-11-2018,north
pink morsel,$1758,22-11-2018,south
pink morsel,$1710,22-11-2018,east
pink morsel,$1737,22-11-2018,west
pink morsel,$1779,23-11-2018,north
pink morsel,$1743,23-11-2018,south
pink morsel,$1560,23-11-2018,east
pink morsel,$1719,23-11-2018,west
pink morsel,$1689,24-11-2018,north
pink morsel,$1605,24-11-2018,south
pink morsel,$1683,24-11-2018,east
pink morsel,$1518,24-11-2018,west
pink morsel,$1665,25-11-2018,north
pink morsel,$1671,25-11-2018,south
pink morsel,$1704,25-11-2018,east
pink morsel,$1731,25-11-2018,west
pink morsel,$1653,26-11-2018,north
pink morsel,$1542,26-11-2018,south
pink morsel,$1659,26-11-2018,east
pink morsel,$1650,26-11-2018,west
pink morsel,$1773,27-11-2018,north
pink morsel,$1647,27-11-2018,south
pink morsel,$1725,27-11-2018,east
pink morsel,$1644,27-11-2018,west
pink morsel,$1767,28-11-2018,north
pink morsel,$1728,28-11-2018,south
pink morsel,$1719,28-11-2018,east
pink morsel,$1677,28-11-2018,west
pink morsel,$1686,29-11-2018,north
pink morsel,$1527,29-11-2018,south
pink morsel,$1689,29-11-2018,east
pink morsel,$1686,29-11-2018,west
pink morsel,$1641,30-11-2018,north
pink morsel,$1665,30-11-2018,south
pink morsel,$1755,30-11-2018,east
pink morsel,$1551,30-11-2018,west
pink morsel,$1665,01-12-2018,north
pink morsel,$1527,01-12-2018,south
pink morsel,$1536,01-12-2018,east
pink morsel,$1656,01-12-2018,west
pink morsel,$1563,02-12-2018,north
pink morsel,$1554,02-12-2018,south
pink morsel,$1602,02-12-2018,east
pink morsel,$1737,02-12-2018,west
pink morsel,$1506,03-12-2018,north
pink morsel,$1755,03-12-2018,south
pink morsel,$1572,03-12-2018,east
pink morsel,$1608,03-12-2018,west
pink morsel,$1722,04-12-2018,north
pink morsel,$1788,04-12-2018,south
pink morsel,$1788,04-12-2018,east
pink morsel,$1587,04-12-2018,west
pink morsel,$1677,05-12-2018,north
pink morsel,$1725,05-12-2018,south
pink morsel,$1731,05-12-2018,east
pink morsel,$1518,05-12-2018,west
pink morsel,$1737,06-12-2018,north
pink morsel,$1797,06-12-2018,south
pink morsel,$1662,06-12-2018,east
pink morsel,$1662,06-12-2018,west
pink morsel,$1716,07-12-2018,north
pink morsel,$1596,07-12-2018,south
pink morsel,$1653,07-12-2018,east
pink morsel,$1635,07-12-2018,west
pink morsel,$1782,08-12-2018,north
pink morsel,$1773,08-12-2018,south
pink morsel,$1755,08-12-2018,east
pink morsel,$1719,08-12-2018,west
pink morsel,$1737,09-12-2018,north
pink morsel,$1548,09-12-2018,south
pink morsel,$1665,09-12-2018,east
pink morsel,$1659,09-12-2018,west
pink morsel,$1659,10-12-2018,north
pink morsel,$1575,10-12-2018,south
pink morsel,$1509,10-12-2018,east
pink morsel,$1767,10-12-2018,west
pink morsel,$1509,11-12-2018,north
pink morsel,$1527,11-12-2018,south
pink morsel,$1575,11-12-2018,east
pink morsel,$1620,11-12-2018,west
pink morsel,$1623,12-12-2018,north
pink morsel,$1623,12-12-2018,south
pink morsel,$1773,12-12-2018,east
pink morsel,$1743,12-12-2018,west
pink morsel,$1719,13-12-2018,north
pink morsel,$1782,13-12-2018,south
pink morsel,$1713,13-12-2018,east
pink morsel,$1593,13-12-2018,west
pink morsel,$1716,14-12-2018,north
pink morsel,$1686,14-12-2018,south
pink morsel,$1569,14-12-2018,east
pink morsel,$1704,14-12-2018,west
pink morsel,$1554,15-12-2018,north
pink morsel,$1545,15-12-2018,south
pink morsel,$1587,15-12-2018,east
pink morsel,$1800,15-12-2018,west
pink morsel,$1635,16-12-2018,north
pink morsel,$1620,16-12-2018,south
pink morsel,$1800,16-12-2018,east
pink morsel,$1641,16-12-2018,west
pink morsel,$1635,17-12-2018,north
pink morsel,$1527,17-12-2018,south
pink morsel,$1626,17-12-2018,east
pink morsel,$1716,17-12-2018,west
pink morsel,$1755,18-12-2018,north
pink morsel,$1755,18-12-2018,south
pink morsel,$1605,18-12-2018,east
pink morsel,$1779,18-12-2018,west
pink morsel,$1566,19-12-2018,north
pink morsel,$1566,19-12-2018,south
pink morsel,$1797,19-12-2018,east
pink morsel,$1770,19-12-2018,west
pink morsel,$1731,20-12-2018,north
pink morsel,$1551,20-12-2018,south
pink morsel,$1767,20-12-2018,east
pink morsel,$1626,20-12-2018,west
pink morsel,$1659,21-12-2018,north
pink morsel,$1710,21-12-2018,south
pink morsel,$1542,21-12-2018,east
pink morsel,$1569,21-12-2018,west
pink morsel,$1776,22-12-2018,north
pink morsel,$1578,22-12-2018,south
pink morsel,$1668,22-12-2018,east
pink morsel,$1527,22-12-2018,west
pink morsel,$1770,23-12-2018,north
pink morsel,$1623,23-12-2018,south
pink morsel,$1710,23-12-2018,east
pink morsel,$1731,23-12-2018,west
pink morsel,$1740,24-12-2018,north
pink morsel,$1632,24-12-2018,south
pink morsel,$1719,24-12-2018,east
pink morsel,$1500,24-12-2018,west
pink morsel,$1512,25-12-2018,north
pink morsel,$1605,25-12-2018,south
pink morsel,$1623,25-12-2018,east
pink morsel,$1533,25-12-2018,west
pink morsel,$1683,26-12-2018,north
pink morsel,$1734,26-12-2018,south
pink morsel,$1545,26-12-2018,east
pink morsel,$1587,26-12-2018,west
pink morsel,$1578,27-12-2018,north
pink morsel,$1650,27-12-2018,south
pink morsel,$1632,27-12-2018,east
pink morsel,$1713,27-12-2018,west
pink morsel,$1650,28-12-2018,north
pink morsel,$1794,28-12-2018,south
pink morsel,$1764,28-12-2018,east
pink morsel,$1797,28-12-2018,west
pink morsel,$1626,29-12-2018,north
pink morsel,$1794,29-12-2018,south
pink morsel,$1695,29-12-2018,east
pink morsel,$1740,29-12-2018,west
pink morsel,$1758,30-12-2018,north
pink morsel,$1785,30-12-2018,south
pink morsel,$1599,30-12-2018,east
pink morsel,$1689,30-12-2018,west
pink morsel,$1527,31-12-2018,north
pink morsel,$1710,31-12-2018,south
pink morsel,$1590,31-12-2018,east
pink morsel,$1653,31-12-2018,west
pink morsel,$1518,01-01-2019,north
pink morsel,$1632,01-01-2019,south
pink morsel,$1755,01-01-2019,east
pink morsel,$1551,01-01-2019,west
pink morsel,$1767,02-01-2019,north
pink morsel,$1605,02-01-2019,south
pink morsel,$1692,02-01-2019,east
pink morsel,$1794,02-01-2019,west
pink morsel,$1695,03-01-2019,north
pink morsel,$1737,03-01-2019,south
pink morsel,$1575,03-01-2019,east
pink morsel,$1509,03-01-2019,west
pink morsel,$1590,04-01-2019,north
pink morsel,$1500,04-01-2019,south
pink morsel,$1590,04-01-2019,east
pink morsel,$1638,04-01-2019,west
pink morsel,$1761,05-01-2019,north
pink morsel,$1590,05-01-2019,south
pink morsel,$1725,05-01-2019,east
pink morsel,$1551,05-01-2019,west
pink morsel,$1644,06-01-2019,north
pink morsel,$1779,06-01-2019,south
pink morsel,$1794,06-01-2019,east
pink morsel,$1638,06-01-2019,west
pink morsel,$1644,07-01-2019,north
pink morsel,$1647,07-01-2019,south
pink morsel,$1692,07-01-2019,east
pink morsel,$1623,07-01-2019,west
pink morsel,$1722,08-01-2019,north
pink morsel,$1551,08-01-2019,south
pink morsel,$1731,08-01-2019,east
pink morsel,$1701,08-01-2019,west
pink morsel,$1500,09-01-2019,north
pink morsel,$1764,09-01-2019,south
pink morsel,$1764,09-01-2019,east
pink morsel,$1635,09-01-2019,west
pink morsel,$1767,10-01-2019,north
pink morsel,$1551,10-01-2019,south
pink morsel,$1512,10-01-2019,east
pink morsel,$1686,10-01-2019,west
pink morsel,$1662,11-01-2019,north
pink morsel,$1512,11-01-2019,south
pink morsel,$1608,11-01-2019,east
pink morsel,$1611,11-01-2019,west
pink morsel,$1566,12-01-2019,north
pink morsel,$1773,12-01-2019,south
pink morsel,$1707,12-01-2019,east
pink morsel,$1752,12-01-2019,west
pink morsel,$1551,13-01-2019,north
pink morsel,$1503,13-01-2019,south
pink morsel,$1536,13-01-2019,east
pink morsel,$1728,13-01-2019,west
pink morsel,$1692,14-01-2019,north
pink morsel,$1521,14-01-2019,south
pink morsel,$1698,14-01-2019,east
pink morsel,$1791,14-01-2019,west
pink morsel,$1605,15-01-2019,north
pink morsel,$1761,15-01-2019,south
pink morsel,$1617,15-01-2019,east
pink morsel,$1503,15-01-2019,west
pink morsel,$1548,16-01-2019,north
pink morsel,$1734,16-01-2019,south
pink morsel,$1506,16-01-2019,east
pink morsel,$1533,16-01-2019,west
pink morsel,$1590,17-01-2019,north
pink morsel,$1707,17-01-2019,south
pink morsel,$1509,17-01-2019,east
pink morsel,$1653,17-01-2019,west
pink morsel,$1572,18-01-2019,north
pink morsel,$1563,18-01-2019,south
pink morsel,$1635,18-01-2019,east
pink morsel,$1734,18-01-2019,west
pink morsel,$1587,19-01-2019,north
pink morsel,$1506,19-01-2019,south
pink morsel,$1689,19-01-2019,east
pink morsel,$1701,19-01-2019,west
pink morsel,$1707,20-01-2019,north
pink morsel,$1557,20-01-2019,south
pink morsel,$1722,20-01-2019,east
pink morsel,$1629,20-01-2019,west
pink morsel,$1611,21-01-2019,north
pink morsel,$1515,21-01-2019,south
pink morsel,$1614,21-01-2019,east
pink morsel,$1593,21-01-2019,west
pink morsel,$1719,22-01-2019,north
pink morsel,$1506,22-01-2019,south
pink morsel,$1794,22-01-2019,east
pink morsel,$1731,22-01-2019,west
pink morsel,$1662,23-01-2019,north
pink morsel,$1728,23-01-2019,south
pink morsel,$1563,23-01-2019,east
pink morsel,$1662,23-01-2019,west
pink morsel,$1647,24-01-2019,north
pink morsel,$1638,24-01-2019,south
pink morsel,$1557,24-01-2019,east
pink morsel,$1518,24-01-2019,west
pink morsel,$1560,25-01-2019,north
pink morsel,$1656,25-01-2019,south
pink morsel,$1707,25-01-2019,east
pink morsel,$1767,25-01-2019,west
pink morsel,$1671,26-01-2019,north
pink morsel,$1686,26-01-2019,south
pink morsel,$1653,26-01-2019,east
pink morsel,$1647,26-01-2019,west
pink morsel,$1524,27-01-2019,north
pink morsel,$1503,27-01-2019,south
pink morsel,$1533,27-01-2019,east
pink morsel,$1785,27-01-2019,west
pink morsel,$1731,28-01-2019,north
pink morsel,$1782,28-01-2019,south
pink morsel,$1560,28-01-2019,east
pink morsel,$1782,28-01-2019,west
pink morsel,$1500,29-01-2019,north
pink morsel,$1728,29-01-2019,south
pink morsel,$1605,29-01-2019,east
pink morsel,$1614,29-01-2019,west
pink morsel,$1782,30-01-2019,north
pink morsel,$1638,30-01-2019,south
pink morsel,$1797,30-01-2019,east
pink morsel,$1641,30-01-2019,west
pink morsel,$1650,31-01-2019,north
pink morsel,$1536,31-01-2019,south
pink morsel,$1599,31-01-2019,east
pink morsel,$1740,31-01-2019,west
pink morsel,$1749,01-02-2019,north
pink morsel,$1581,01-02-2019,south
pink morsel,$1662,01-02-2019,east
pink morsel,$1509,01-02-2019,west
pink morsel,$1596,02-02-2019,north
pink morsel,$1638,02-02-2019,south
pink morsel,$1746,02-02-2019,east
pink morsel,$1611,02-02-2019,west
pink morsel,$1602,03-02-2019,north
pink morsel,$1722,03-02-2019,south
pink morsel,$1734,03-02-2019,east
pink morsel,$1749,03-02-2019,west
pink morsel,$1548,04-02-2019,north
pink morsel,$1647,04-02-2019,south
pink morsel,$1560,04-02-2019,east
pink morsel,$1542,04-02-2019,west
pink morsel,$1617,05-02-2019,north
pink morsel,$1659,05-02-2019,south
pink morsel,$1674,05-02-2019,east
pink morsel,$1524,05-02-2019,west
pink morsel,$1551,06-02-2019,north
pink morsel,$1722,06-02-2019,south
pink morsel,$1563,06-02-2019,east
pink morsel,$1692,06-02-2019,west
pink morsel,$1734,07-02-2019,north
pink morsel,$1584,07-02-2019,south
pink morsel,$1662,07-02-2019,east
pink morsel,$1545,07-02-2019,west
pink morsel,$1662,08-02-2019,north
pink morsel,$1614,08-02-2019,south
pink morsel,$1719,08-02-2019,east
