product,sales,date,region
pink morsel,$1551,11-12-2019,west
pink morsel,$1623,12-12-2019,north
pink morsel,$1719,12-12-2019,south
pink morsel,$1563,12-12-2019,east
pink morsel,$1791,12-12-2019,west
pink morsel,$1800,13-12-2019,north
pink morsel,$1800,13-12-2019,south
pink morsel,$1740,13-12-2019,east
pink morsel,$1755,13-12-2019,west
pink morsel,$1716,14-12-2019,north
pink morsel,$1632,14-12-2019,south
pink morsel,$1599,14-12-2019,east
pink morsel,$1632,14-12-2019,west
pink morsel,$1725,15-12-2019,north
pink morsel,$1743,15-12-2019,south
pink morsel,$1587,15-12-2019,east
pink morsel,$1608,15-12-2019,west
pink morsel,$1662,16-12-2019,north
pink morsel,$1791,16-12-2019,south
pink morsel,$1773,16-12-2019,east
pink morsel,$1650,16-12-2019,west
pink morsel,$1518,17-12-2019,north
pink morsel,$1749,17-12-2019,south
pink morsel,$1689,17-12-2019,east
pink morsel,$1533,17-12-2019,west
pink morsel,$1533,18-12-2019,north
pink morsel,$1641,18-12-2019,south
pink morsel,$1590,18-12-2019,east
pink morsel,$1740,18-12-2019,west
pink morsel,$1665,19-12-2019,north
pink morsel,$1773,19-12-2019,south
pink morsel,$1503,19-12-2019,east
pink morsel,$1542,19-12-2019,west
pink morsel,$1788,20-12-2019,north
pink morsel,$1773,20-12-2019,south
pink morsel,$1788,20-12-2019,east
pink morsel,$1785,20-12-2019,west
pink morsel,$1605,21-12-2019,north
pink morsel,$1701,21-12-2019,south
pink morsel,$1626,21-12-2019,east
pink morsel,$1623,21-12-2019,west
pink morsel,$1671,22-12-2019,north
pink morsel,$1629,22-12-2019,south
pink morsel,$1725,22-12-2019,east
pink morsel,$1557,22-12-2019,west
pink morsel,$1671,23-12-2019,north
pink morsel,$1662,23-12-2019,south
pink morsel,$1674,23-12-2019,east
pink morsel,$1671,23-12-2019,west
pink morsel,$1620,24-12-2019,north
pink morsel,$1716,24-12-2019,south
pink morsel,$1674,24-12-2019,east
pink morsel,$1686,24-12-2019,west
pink morsel,$1752,25-12-2019,north
pink morsel,$1725,25-12-2019,south
pink morsel,$1545,25-12-2019,east
pink morsel,$1506,25-12-2019,west
pink morsel,$1539,26-12-2019,north
pink morsel,$1716,26-12-2019,south
pink morsel,$1500,26-12-2019,east
pink morsel,$1794,26-12-2019,west
pink morsel,$1716,27-12-2019,north
pink morsel,$1665,27-12-2019,south
pink morsel,$1557,27-12-2019,east
pink morsel,$1620,27-12-2019,west
pink morsel,$1779,28-12-2019,north
pink morsel,$1779,28-12-2019,south
pink morsel,$1752,28-12-2019,east
pink morsel,$1773,28-12-2019,west
pink morsel,$1800,29-12-2019,north
pink morsel,$1773,29-12-2019,south
pink morsel,$1767,29-12-2019,east
pink morsel,$1683,29-12-2019,west
pink morsel,$1542,30-12-2019,north
pink morsel,$1728,30-12-2019,south
pink morsel,$1569,30-12-2019,east
pink morsel,$1659,30-12-2019,west
pink morsel,$1581,31-12-2019,north
pink morsel,$1713,31-12-2019,south
pink morsel,$1533,31-12-2019,east
pink morsel,$1692,31-12-2019,west
pink morsel,$1506,01-01-2020,north
pink morsel,$1659,01-01-2020,south
pink morsel,$1719,01-01-2020,east
pink morsel,$1704,01-01-2020,west
pink morsel,$1767,02-01-2020,north
pink morsel,$1542,02-01-2020,south
pink morsel,$1542,02-01-2020,east
pink morsel,$1629,02-01-2020,west
pink morsel,$1659,03-01-2020,north
pink morsel,$1539,03-01-2020,south
pink morsel,$1734,03-01-2020,east
pink morsel,$1761,03-01-2020,west
pink morsel,$1560,04-01-2020,north
pink morsel,$1767,04-01-2020,south
pink morsel,$1791,04-01-2020,east
pink morsel,$1632,04-01-2020,west
pink morsel,$1716,05-01-2020,north
pink morsel,$1536,05-01-2020,south
pink morsel,$1662,05-01-2020,east
pink morsel,$1680,05-01-2020,west
pink morsel,$1689,06-01-2020,north
pink morsel,$1779,06-01-2020,south
pink morsel,$1512,06-01-2020,east
pink morsel,$1578,06-01-2020,west
pink morsel,$1560,07-01-2020,north
pink morsel,$1581,07-01-2020,south
pink morsel,$1677,07-01-2020,east
pink morsel,$1599,07-01-2020,west
pink morsel,$1713,08-01-2020,north
pink morsel,$1800,08-01-2020,south
pink morsel,$1767,08-01-2020,east
pink morsel,$1752,08-01-2020,west
pink morsel,$1509,09-01-2020,north
pink morsel,$1539,09-01-2020,south
pink morsel,$1671,09-01-2020,east
pink morsel,$1668,09-01-2020,west
pink morsel,$1692,10-01-2020,north
pink morsel,$1584,10-01-2020,south
pink morsel,$1710,10-01-2020,east
pink morsel,$1686,10-01-2020,west
pink morsel,$1617,11-01-2020,north
pink morsel,$1665,11-01-2020,south
pink morsel,$1722,11-01-2020,east
pink morsel,$1551,11-01-2020,west
pink morsel,$1620,12-01-2020,north
pink morsel,$1791,12-01-2020,south
pink morsel,$1662,12-01-2020,east
pink morsel,$1656,12-01-2020,west
pink morsel,$1644,13-01-2020,north
pink morsel,$1659,13-01-2020,south
pink morsel,$1740,13-01-2020,east
pink morsel,$1668,13-01-2020,west
pink morsel,$1566,14-01-2020,north
pink morsel,$1575,14-01-2020,south
pink morsel,$1566,14-01-2020,east
pink morsel,$1578,14-01-2020,west
pink morsel,$1737,15-01-2020,north
pink morsel,$1596,15-01-2020,south
pink morsel,$1776,15-01-2020,east
pink morsel,$1638,15-01-2020,west
pink morsel,$1749,16-01-2020,north
pink morsel,$1752,16-01-2020,south
pink morsel,$1635,16-01-2020,east
pink morsel,$1581,16-01-2020,west
pink morsel,$1521,17-01-2020,north
pink morsel,$1536,17-01-2020,south
pink morsel,$1665,17-01-2020,east
pink morsel,$1782,17-01-2020,west
pink morsel,$1650,18-01-2020,north
pink morsel,$1749,18-01-2020,south
pink morsel,$1797,18-01-2020,east
pink morsel,$1650,18-01-2020,west
pink morsel,$1608,19-01-2020,north
pink morsel,$1608,19-01-2020,south
pink morsel,$1575,19-01-2020,east
pink morsel,$1590,19-01-2020,west
pink morsel,$1665,20-01-2020,north
pink morsel,$1596,20-01-2020,south
pink morsel,$1581,20-01-2020,east
pink morsel,$1695,20-01-2020,west
pink morsel,$1647,21-01-2020,north
pink morsel,$1776,21-01-2020,south
pink morsel,$1719,21-01-2020,east
pink morsel,$1578,21-01-2020,west
pink morsel,$1503,22-01-2020,north
pink morsel,$1569,22-01-2020,south
pink morsel,$1731,22-01-2020,east
pink morsel,$1551,22-01-2020,west
pink morsel,$1626,23-01-2020,north
pink morsel,$1518,23-01-2020,south
pink morsel,$1575,23-01-2020,east
pink morsel,$1611,23-01-2020,west
pink morsel,$1629,24-01-2020,north
pink morsel,$1704,24-01-2020,south
pink morsel,$1656,24-01-2020,east
pink morsel,$1554,24-01-2020,west
pink morsel,$1575,25-01-2020,north
pink morsel,$1638,25-01-2020,south
pink morsel,$1635,25-01-2020,east
pink morsel,$1548,25-01-2020,west
pink morsel,$1710,26-01-2020,north
pink morsel,$1584,26-01-2020,south
pink morsel,$1716,26-01-2020,east
pink morsel,$1602,26-01-2020,west
pink morsel,$1569,27-01-2020,north
pink morsel,$1506,27-01-2020,south
pink morsel,$1671,27-01-2020,east
pink morsel,$1584,27-01-2020,west
pink morsel,$1689,28-01-2020,north
pink morsel,$1773,28-01-2020,south
pink morsel,$1647,28-01-2020,east
pink morsel,$1503,28-01-2020,west
pink morsel,$1593,29-01-2020,north
pink morsel,$1506,29-01-2020,south
pink morsel,$1740,29-01-2020,east
pink morsel,$1572,29-01-2020,west
pink morsel,$1620,30-01-2020,north
pink morsel,$1542,30-01-2020,south
pink morsel,$1593,30-01-2020,east
pink morsel,$1500,30-01-2020,west
pink morsel,$1635,31-01-2020,north
pink morsel,$1656,31-01-2020,south
pink morsel,$1779,31-01-2020,east
pink morsel,$1605,31-01-2020,west
pink morsel,$1602,01-02-2020,north
pink morsel,$1794,01-02-2020,south
pink morsel,$1677,01-02-2020,east
pink morsel,$1521,01-02-2020,west
pink morsel,$1707,02-02-2020,north
pink morsel,$1665,02-02-2020,south
pink morsel,$1713,02-02-2020,east
pink morsel,$1659,02-02-2020,west
pink morsel,$1548,03-02-2020,north
pink morsel,$1647,03-02-2020,south
pink morsel,$1764,03-02-2020,east
pink morsel,$1662,03-02-2020,west
pink morsel,$1563,04-02-2020,north
pink morsel,$1755,04-02-2020,south
pink morsel,$1659,04-02-2020,east
pink morsel,$1575,04-02-2020,west
pink morsel,$1716,05-02-2020,north
pink morsel,$1506,05-02-2020,south
pink morsel,$1734,05-02-2020,east
pink morsel,$1704,05-02-2020,west
pink morsel,$1512,06-02-2020,north
pink morsel,$1572,06-02-2020,south
pink morsel,$1782,06-02-2020,east
pink morsel,$1554,06-02-2020,west
pink morsel,$1782,07-02-2020,north
pink morsel,$1701,07-02-2020,south
pink morsel,$1698,07-02-2020,east
pink morsel,$1671,07-02-2020,west
pink morsel,$1584,08-02-2020,north
pink morsel,$1602,08-02-2020,south
pink morsel,$1755,08-02-2020,east
pink morsel,$1614,08-02-2020,west
pink morsel,$1743,09-02-2020,north
pink morsel,$1788,09-02-2020,south
pink morsel,$1644,09-02-2020,east
pink morsel,$1728,09-02-2020,west
pink morsel,$1599,10-02-2020,north
pink morsel,$1689,10-02-2020,south
pink morsel,$1776,10-02-2020,east
pink morsel,$1569,10-02-2020,west
pink morsel,$1791,11-02-2020,north
pink morsel,$1638,11-02-2020,south
pink morsel,$1716,11-02-2020,east
pink morsel,$1788,11-02-2020,west
pink morsel,$1758,12-02-2020,north
pink morsel,$1752,12-02-2020,south
pink morsel,$1599,12-02-2020,east
pink morsel,$1533,12-02-2020,west
pink morsel,$1548,13-02-2020,north
pink morsel,$1800,13-02-2020,south
pink morsel,$1659,13-02-2020,east
pink morsel,$1617,13-02-2020,west
pink morsel,$1746,14-02-2020,north
pink morsel,$1644,14-02-2020,south
pink morsel,$1698,14-02-2020,east
pink morsel,$1533,14-02-2020,west
pink morsel,$1704,15-02-2020,north
pink morsel,$1524,15-02-2020,south
pink morsel,$1545,15-02-2020,east
pink morsel,$1731,15-02-2020,west
pink morsel,$1665,16-02-2020,north
pink morsel,$1791,16-02-2020,south
pink morsel,$1605,16-02-2020,east
pink morsel,$1743,16-02-2020,west
pink morsel,$1677,17-02-2020,north
pink morsel,$1590,17-02-2020,south
pink morsel,$1722,17-02-2020,east
pink morsel,$1743,17-02-2020,west
pink morsel,$1668,18-02-2020,north
pink morsel,$1620,18-02-2020,south
pink morsel,$1704,18-02-2020,east
pink morsel,$1683,18-02-2020,west
pink morsel,$1551,19-02-2020,north
pink morsel,$1650,19-02-2020,south
pink morsel,$1689,19-02-2020,east
pink morsel,$1638,19-02-2020,west
pink morsel,$1518,20-02-2020,north
pink morsel,$1593,20-02-2020,south
pink morsel,$1632,20-02-2020,east
pink morsel,$1602,20-02-2020,west
pink morsel,$1761,21-02-2020,north
pink morsel,$1755,21-02-2020,south
pink morsel,$1581,21-02-2020,east
pink morsel,$1794,21-02-2020,west
pink morsel,$1545,22-02-2020,north
pink morsel,$1689,22-02-2020,south
pink morsel,$1632,22-02-2020,east
pink morsel,$1668,22-02-2020,west
pink morsel,$1638,23-02-2020,north
pink morsel,$1602,23-02-2020,south
pink morsel,$1686,23-02-2020,east
pink morsel,$1776,23-02-2020,west
pink morsel,$1593,24-02-2020,north
pink morsel,$1734,24-02-2020,south
pink morsel,$1608,24-02-2020,east
pink morsel,$1617,24-02-2020,west
pink morsel,$1656,25-02-2020,north
pink morsel,$1722,25-02-2020,south
pink morsel,$1566,25-02-2020,east
pink morsel,$1548,25-02-2020,west
pink morsel,$1545,26-02-2020,north
pink morsel,$1521,26-02-2020,south
pink morsel,$1728,26-02-2020,east
pink morsel,$1668,26-02-2020,west
pink morsel,$1698,27-02-2020,north
pink morsel,$1599,27-02-2020,south
pink morsel,$1581,27-02-2020,east
pink morsel,$1527,27-02-2020,west
pink morsel,$1509,28-02-2020,north
pink morsel,$1686,28-02-2020,south
pink morsel,$1590,28-02-2020,east
pink morsel,$1689,28-02-2020,west
pink morsel,$1671,29-02-2020,north
pink morsel,$1728,29-02-2020,south
pink morsel,$1524,29-02-2020,east
pink morsel,$1656,29-02-2020,west
pink morsel,$1593,01-03-2020,north
pink morsel,$1626,01-03-2020,south
pink morsel,$1626,01-03-2020,east
pink morsel,$1692,01-03-2020,west
pink morsel,$1509,02-03-2020,north
pink morsel,$1788,02-03-2020,south
pink morsel,$1572,02-03-2020,east
pink morsel,$1569,02-03-2020,west
pink morsel,$1632,03-03-2020,north
pink morsel,$1548,03-03-2020,south
pink morsel,$1623,03-03-2020,east
pink morsel,$1506,03-03-2020,west
pink morsel,$1773,04-03-2020,north
pink morsel,$1677,04-03-2020,south
pink morsel,$1638,04-03-2020,east
pink morsel,$1569,04-03-2020,west
pink morsel,$1794,05-03-2020,north
pink morsel,$1764,05-03-2020,south
pink morsel,$1530,05-03-2020,east
pink morsel,$1770,05-03-2020,west
pink morsel,$1623,06-03-2020,north
pink morsel,$1734,06-03-2020,south
pink morsel,$1698,06-03-2020,east
pink morsel,$1503,06-03-2020,west
pink morsel,$1641,07-03-2020,north
pink morsel,$1581,07-03-2020,south
pink morsel,$1797,07-03-2020,east
pink morsel,$1674,07-03-2020,west
pink morsel,$1701,08-03-2020,north
pink morsel,$1590,08-03-2020,south
pink morsel,$1599,08-03-2020,east
pink morsel,$1791,08-03-2020,west
pink morsel,$1719,09-03-2020,north
pink morsel,$1776,09-03-2020,south
pink morsel,$1542,09-03-2020,east
pink morsel,$1740,09-03-2020,west
pink morsel,$1644,10-03-2020,north
pink morsel,$1653,10-03-2020,south
pink morsel,$1797,10-03-2020,east
pink morsel,$1740,10-03-2020,west
pink morsel,$1605,11-03-2020,north
pink morsel,$1584,11-03-2020,south
pink morsel,$1662,11-03-2020,east
pink morsel,$1572,11-03-2020,west
pink morsel,$1635,12-03-2020,north
pink morsel,$1548,12-03-2020,south
pink morsel,$1680,12-03-2020,east
pink morsel,$1767,12-03-2020,west
pink morsel,$1554,13-03-2020,north
pink morsel,$1686,13-03-2020,south
pink morsel,$1749,13-03-2020,east
pink morsel,$1554,13-03-2020,west
pink morsel,$1662,14-03-2020,north
pink morsel,$1557,14-03-2020,south
pink morsel,$1755,14-03-2020,east
pink morsel,$1758,14-03-2020,west
pink morsel,$1500,15-03-2020,north
pink morsel,$1665,15-03-2020,south
pink morsel,$1761,15-03-2020,east
pink morsel,$1626,15-03-2020,west
pink morsel,$1650,16-03-2020,north
pink morsel,$1722,16-03-2020,south
pink morsel,$1641,16-03-2020,east
pink morsel,$1611,16-03-2020,west
pink morsel,$1701,17-03-2020,north
pink morsel,$1701,17-03-2020,south
pink morsel,$1794,17-03-2020,east
pink morsel,$1509,17-03-2020,west
pink morsel,$1566,18-03-2020,north
pink morsel,$1716,18-03-2020,south
pink morsel,$1701,18-03-2020,east
pink morsel,$1605,18-03-2020,west
pink morsel,$1581,19-03-2020,north
pink morsel,$1797,19-03-2020,south
pink morsel,$1725,19-03-2020,east
pink morsel,$1554,19-03-2020,west
pink morsel,$1665,20-03-2020,north
pink morsel,$1641,20-03-2020,south
pink morsel,$1677,20-03-2020,east
pink morsel,$1707,20-03-2020,west
pink morsel,$1575,21-03-2020,north
pink morsel,$1674,21-03-2020,south
pink morsel,$1707,21-03-2020,east
pink morsel,$1710,21-03-2020,west
pink morsel,$1644,22-03-2020,north
pink morsel,$1668,22-03-2020,south
pink morsel,$1674,22-03-2020,east
pink morsel,$1737,22-03-2020,west
pink morsel,$1767,23-03-2020,north
pink morsel,$1620,23-03-2020,south
pink morsel,$1593,23-03-2020,east
pink morsel,$1542,23-03-2020,west
pink morsel,$1548,24-03-2020,north
pink morsel,$1662,24-03-2020,south
pink morsel,$1740,24-03-2020,east
pink morsel,$1572,24-03-2020,west
pink morsel,$1779,25-03-2020,north
pink morsel,$1770,25-03-2020,south
pink morsel,$1623,25-03-2020,east
pink morsel,$1575,25-03-2020,west
pink morsel,$1785,26-03-2020,north
pink morsel,$1671,26-03-2020,south
pink morsel,$1749,26-03-2020,east
pink morsel,$1791,26-03-2020,west
pink morsel,$1713,27-03-2020,north
pink morsel,$1623,27-03-2020,south
pink morsel,$1605,27-03-2020,east
pink morsel,$1566,27-03-2020,west
pink morsel,$1569,28-03-2020,north
pink morsel,$1605,28-03-2020,south
pink morsel,$1728,28-03-2020,east
pink morsel,$1665,28-03-2020,west
pink morsel,$1782,29-03-2020,north
pink morsel,$1800,29-03-2020,south
pink morsel,$1518,29-03-2020,east
pink morsel,$1800,29-03-2020,west
pink morsel,$1515,30-03-2020,north
pink morsel,$1764,30-03-2020,south
pink morsel,$1632,30-03-2020,east
pink morsel,$1608,30-03-2020,west
pink morsel,$1794,31-03-2020,north
pink morsel,$1635,31-03-2020,south
pink morsel,$1572,31-03-2020,east
pink morsel,$1629,31-03-2020,west
pink morsel,$1557,01-04-2020,north
pink morsel,$1536,01-04-2020,south
pink morsel,$1587,01-04-2020,east
pink morsel,$1728,01-04-2020,west
pink morsel,$1779,02-04-2020,north
pink morsel,$1773,02-04-2020,south
pink morsel,$1794,02-04-2020,east
pink morsel,$1503,02-04-2020,west
pink morsel,$1767,03-04-2020,north
pink morsel,$1743,03-04-2020,south
pink morsel,$1560,03-04-2020,east
pink morsel,$1746,03-04-2020,west
pink morsel,$1731,04-04-2020,north
pink morsel,$1692,04-04-2020,south
pink morsel,$1722,04-04-2020,east
pink morsel,$1563,04-04-2020,west
pink morsel,$1797,05-04-2020,north
pink morsel,$1755,05-04-2020,south
pink morsel,$1611,05-04-2020,east
pink morsel,$1635,05-04-2020,west
pink morsel,$1752,06-04-2020,north
pink morsel,$1749,06-04-2020,south
pink morsel,$1782,06-04-2020,east
pink morsel,$1521,06-04-2020,west
pink morsel,$1752,07-04-2020,north
pink morsel,$1686,07-04-2020,south
pink morsel,$1500,07-04-2020,east
pink morsel,$1785,07-04-2020,west
pink morsel,$1611,08-04-2020,north
pink morsel,$1794,08-04-2020,south
pink morsel,$1734,08-04-2020,east
pink morsel,$1659,08-04-2020,west
pink morsel,$1650,09-04-2020,north
pink morsel,$1587,09-04-2020,south
pink morsel,$1629,09-04-2020,east
pink morsel,$1506,09-04-2020,west
pink morsel,$1794,10-04-2020,north
pink morsel,$1551,10-04-2020,south
pink morsel,$1503,10-04-2020,east
pink morsel,$1776,10-04-2020,west
pink morsel,$1659,11-04-2020,north
pink morsel,$1590,11-04-2020,south
pink morsel,$1515,11-04-2020,east
pink morsel,$1506,11-04-2020,west
pink morsel,$1722,12-04-2020,north
pink morsel,$1512,12-04-2020,south
pink morsel,$1773,12-04-2020,east
pink morsel,$1635,12-04-2020,west
pink morsel,$1548,13-04-2020,north
pink morsel,$1692,13-04-2020,south
pink morsel,$1698,13-04-2020,east
pink morsel,$1755,13-04-2020,west
pink morsel,$1521,14-04-2020,north
pink morsel,$1593,14-04-2020,south
pink morsel,$1644,14-04-2020,east
pink morsel,$1587,14-04-2020,west
pink morsel,$1800,15-04-2020,north
pink morsel,$1788,15-04-2020,south
pink morsel,$1764,15-04-2020,east
pink morsel,$1650,15-04-2020,west
pink morsel,$1704,16-04-2020,north
pink morsel,$1659,16-04-2020,south
pink morsel,$1644,16-04-2020,east
pink morsel,$1500,16-04-2020,west
pink morsel,$1734,17-04-2020,north
pink morsel,$1617,17-04-2020,south
pink morsel,$1584,17-04-2020,east
pink morsel,$1569,17-04-2020,west
pink morsel,$1623,18-04-2020,north
pink morsel,$1500,18-04-2020,south
pink morsel,$1578,18-04-2020,east
pink morsel,$1590,18-04-2020,west
pink morsel,$1761,19-04-2020,north
pink morsel,$1728,19-04-2020,south
pink morsel,$1716,19-04-2020,east
pink morsel,$1704,19-04-2020,west
pink morsel,$1665,20-04-2020,north
pink morsel,$1515,20-04-2020,south
pink morsel,$1725,20-04-2020,east
pink morsel,$1695,20-04-2020,west
pink morsel,$1755,21-04-2020,north
pink morsel,$1521,21-04-2020,south
pink morsel,$1629,21-04-2020,east
pink morsel,$1686,21-04-2020,west
pink morsel,$1614,22-04-2020,north
pink morsel,$1614,22-04-2020,south
pink morsel,$1569,22-04-2020,east
pink morsel,$1527,22-04-2020,west
pink morsel,$1764,23-04-2020,north
pink morsel,$1524,23-04-2020,south
pink morsel,$1611,23-04-2020,east
pink morsel,$1785,23-04-2020,west
pink morsel,$1716,24-04-2020,north
pink morsel,$1692,24-04-2020,south
pink morsel,$1506,24-04-2020,east
pink morsel,$1533,24-04-2020,west
pink morsel,$1638,25-04-2020,north
pink morsel,$1638,25-04-2020,south
pink morsel,$1755,25-04-2020,east
pink morsel,$1545,25-04-2020,west
pink morsel,$1512,26-04-2020,north
pink morsel,$1593,26-04-2020,south
pink morsel,$1674,26-04-2020,east
pink morsel,$1719,26-04-2020,west
pink morsel,$1530,27-04-2020,north
pink morsel,$1593,27-04-2020,south
pink morsel,$1641,27-04-2020,east
pink morsel,$1575,27-04-2020,west
pink morsel,$1788,28-04-2020,north
pink morsel,$1749,28-04-2020,south
pink morsel,$1581,28-04-2020,east
pink morsel,$1524,28-04-2020,west
pink morsel,$1680,29-04-2020,north
pink morsel,$1674,29-04-2020,south
pink morsel,$1773,29-04-2020,east
pink morsel,$1674,29-04-2020,west
pink morsel,$1779,30-04-2020,north
pink morsel,$1569,30-04-2020,south
pink morsel,$1590,30-04-2020,east
pink morsel,$1689,30-04-2020,west
pink morsel,$1755,01-05-2020,north
pink morsel,$1752,01-05-2020,south
pink morsel,$1641,01-05-2020,east
pink morsel,$1605,01-05-2020,west
pink morsel,$1587,02-05-2020,north
pink morsel,$1521,02-05-2020,south
pink morsel,$1605,02-05-2020,east
pink morsel,$1557,02-05-2020,west
pink morsel,$1680,03-05-2020,north
pink morsel,$1566,03-05-2020,south
pink morsel,$1719,03-05-2020,east
pink morsel,$1563,03-05-2020,west
pink morsel,$1569,04-05-2020,north
pink morsel,$1608,04-05-2020,south
pink morsel,$1578,04-05-2020,east
pink morsel,$1641,04-05-2020,west
pink morsel,$1587,05-05-2020,north
pink morsel,$1674,05-05-2020,south
pink morsel,$1500,05-05-2020,east
pink morsel,$1686,05-05-2020,west
pink morsel,$1521,06-05-2020,north
pink morsel,$1683,06-05-2020,south
pink morsel,$1767,06-05-2020,east
pink morsel,$1776,06-05-2020,west
pink morsel,$1557,07-05-2020,north
pink morsel,$1623,07-05-2020,south
pink morsel,$1557,07-05-2020,east
pink morsel,$1746,07-05-2020,west
pink morsel,$1680,08-05-2020,north
pink morsel,$1587,08-05-2020,south
pink morsel,$1695,08-05-2020,east
pink morsel,$1629,08-05-2020,west
pink morsel,$1674,09-05-2020,north
pink morsel,$1620,09-05-2020,south
pink morsel,$1560,09-05-2020,east
pink morsel,$1590,09-05-2020,west
pink morsel,$1623,10-05-2020,north
pink morsel,$1689,10-05-2020,south
pink morsel,$1656,10-05-2020,east
pink morsel,$1695,10-05-2020,west
pink morsel,$1674,11-05-2020,north
pink morsel,$1554,11-05-2020,south
pink morsel,$1680,11-05-2020,east
pink morsel,$1575,11-05-2020,west
pink morsel,$1500,12-05-2020,north
pink morsel,$1791,12-05-2020,south
pink morsel,$1614,12-05-2020,east
pink morsel,$1695,12-05-2020,west
pink morsel,$1767,13-05-2020,north
pink morsel,$1725,13-05-2020,south
pink morsel,$1701,13-05-2020,east
pink morsel,$1629,13-05-2020,west
pink morsel,$1656,14-05-2020,north
pink morsel,$1713,14-05-2020,south
pink morsel,$1737,14-05-2020,east
pink morsel,$1671,14-05-2020,west
pink morsel,$1533,15-05-2020,north
pink morsel,$1644,15-05-2020,south
pink morsel,$1560,15-05-2020,east
pink morsel,$1740,15-05-2020,west
pink morsel,$1767,16-05-2020,north
pink morsel,$1791,16-05-2020,south
pink morsel,$1509,16-05-2020,east
pink morsel,$1614,16-05-2020,west
pink morsel,$1566,17-05-2020,north
pink morsel,$1758,17-05-2020,south
pink morsel,$1668,17-05-2020,east
pink morsel,$1707,17-05-2020,west
pink morsel,$1638,18-05-2020,north
pink morsel,$1596,18-05-2020,south
pink morsel,$1767,18-05-2020,east
pink morsel,$1683,18-05-2020,west
pink morsel,$1641,19-05-2020,north
pink morsel,$1713,19-05-2020,south
pink morsel,$1515,19-05-2020,east
pink morsel,$1602,19-05-2020,west
pink morsel,$1575,20-05-2020,north
pink morsel,$1791,20-05-2020,south
pink morsel,$1545,20-05-2020,east
pink morsel,$1686,20-05-2020,west
pink morsel,$1587,21-05-2020,north
pink morsel,$1791,21-05-2020,south
pink morsel,$1653,21-05-2020,east
pink morsel,$1671,21-05-2020,west
pink morsel,$1542,22-05-2020,north
pink morsel,$1686,22-05-2020,south
pink morsel,$1569,22-05-2020,east
pink morsel,$1518,22-05-2020,west
pink morsel,$1620,23-05-2020,north
pink morsel,$1536,23-05-2020,south
pink morsel,$1713,23-05-2020,east
pink morsel,$1788,23-05-2020,west
pink morsel,$1773,24-05-2020,north
pink morsel,$1785,24-05-2020,south
pink morsel,$1509,24-05-2020,east
pink morsel,$1713,24-05-2020,west
pink morsel,$1536,25-05-2020,north
pink morsel,$1704,25-05-2020,south
pink morsel,$1563,25-05-2020,east
pink morsel,$1539,25-05-2020,west
pink morsel,$1545,26-05-2020,north
pink morsel,$1530,26-05-2020,south
pink morsel,$1758,26-05-2020,east
pink morsel,$1656,26-05-2020,west
pink morsel,$1563,27-05-2020,north
pink morsel,$1758,27-05-2020,south
pink morsel,$1656,27-05-2020,east
pink morsel,$1707,27-05-2020,west
pink morsel,$1581,28-05-2020,north
pink morsel,$1569,28-05-2020,south
pink morsel,$1533,28-05-2020,east
pink morsel,$1566,28-05-2020,west
pink morsel,$1722,29-05-2020,north
pink morsel,$1602,29-05-2020,south
pink morsel,$1698,29-05-2020,east
pink morsel,$1566,29-05-2020,west
pink morsel,$1599,30-05-2020,north
pink morsel,$1788,30-05-2020,south
pink morsel,$1743,30-05-2020,east
pink morsel,$1647,30-05-2020,west
pink morsel,$1566,31-05-2020,north
pink morsel,$1608,31-05-2020,south
pink morsel,$1791,31-05-2020,east
pink morsel,$1764,31-05-2020,west
pink morsel,$1752,01-06-2020,north
pink morsel,$1608,01-06-2020,south
pink morsel,$1554,01-06-2020,east
pink morsel,$1710,01-06-2020,west
pink morsel,$1677,02-06-2020,north
pink morsel,$1794,02-06-2020,south
pink morsel,$1800,02-06-2020,east
pink morsel,$1767,02-06-2020,west
pink morsel,$1782,03-06-2020,north
pink morsel,$1584,03-06-2020,south
pink morsel,$1545,03-06-2020,east
pink morsel,$1617,03-06-2020,west
pink morsel,$1644,04-06-2020,north
pink morsel,$1527,04-06-2020,south
pink morsel,$1707,04-06-2020,east
pink morsel,$1773,04-06-2020,west
pink morsel,$1587,05-06-2020,north
pink morsel,$1632,05-06-2020,south
pink morsel,$1569,05-06-2020,east
pink morsel,$1566,05-06-2020,west
pink morsel,$1683,06-06-2020,north
pink morsel,$1689,06-06-2020,south
pink morsel,$1704,06-06-2020,east
pink morsel,$1749,06-06-2020,west
pink morsel,$1620,07-06-2020,north
pink morsel,$1650,07-06-2020,south
pink morsel,$1743,07-06-2020,east
pink morsel,$1674,07-06-2020,west
pink morsel,$1527,08-06-2020,north
pink morsel,$1638,08-06-2020,south
pink morsel,$1584,08-06-2020,east
pink morsel,$1695,08-06-2020,west
pink morsel,$1503,09-06-2020,north
pink morsel,$1569,09-06-2020,south
pink morsel,$1572,09-06-2020,east
pink morsel,$1593,09-06-2020,west
pink morsel,$1761,10-06-2020,north
pink morsel,$1512,10-06-2020,south
pink morsel,$1617,10-06-2020,east
pink morsel,$1593,10-06-2020,west
pink morsel,$1590,11-06-2020,north
pink morsel,$1611,11-06-2020,south
pink morsel,$1719,11-06-2020,east
pink morsel,$1719,11-06-2020,west
pink morsel,$1512,12-06-2020,north
pink morsel,$1776,12-06-2020,south
pink morsel,$1575,12-06-2020,east
